seed,alpha,gamma,epsilon,n_successes,n_successes_last_10_trials
5,0.3,0.2,0.1,88,10
5,0.3,0.2,0.2,88,10
5,0.3,0.2,0.3,84,9
5,0.3,0.2,0.4,80,7
5,0.3,0.2,0.5,68,7
5,0.3,0.2,0.6,66,8
5,0.3,0.2,0.7,46,6
5,0.3,0.2,0.8,44,6
5,0.3,0.2,0.9,33,5
5,0.3,0.2,1.0,19,2
5,0.3,0.3,0.1,90,10
5,0.3,0.3,0.2,92,10
5,0.3,0.3,0.3,86,9
5,0.3,0.3,0.4,78,7
5,0.3,0.3,0.5,61,6
5,0.3,0.3,0.6,54,8
5,0.3,0.3,0.7,44,5
5,0.3,0.3,0.8,39,5
5,0.3,0.3,0.9,22,2
5,0.3,0.3,1.0,19,3
5,0.3,0.4,0.1,93,10
5,0.3,0.4,0.2,89,9
5,0.3,0.4,0.3,88,8
5,0.3,0.4,0.4,72,9
5,0.3,0.4,0.5,73,8
5,0.3,0.4,0.6,55,7
5,0.3,0.4,0.7,42,4
5,0.3,0.4,0.8,31,4
5,0.3,0.4,0.9,30,2
5,0.3,0.4,1.0,17,3
5,0.3,0.5,0.1,91,10
5,0.3,0.5,0.2,88,9
5,0.3,0.5,0.3,79,8
5,0.3,0.5,0.4,73,5
5,0.3,0.5,0.5,70,9
5,0.3,0.5,0.6,50,7
5,0.3,0.5,0.7,45,5
5,0.3,0.5,0.8,39,6
5,0.3,0.5,0.9,26,3
5,0.3,0.5,1.0,27,2
5,0.3,0.6,0.1,84,7
5,0.3,0.6,0.2,87,8
5,0.3,0.6,0.3,72,9
5,0.3,0.6,0.4,83,9
5,0.3,0.6,0.5,63,5
5,0.3,0.6,0.6,50,4
5,0.3,0.6,0.7,48,6
5,0.3,0.6,0.8,46,2
5,0.3,0.6,0.9,27,0
5,0.3,0.6,1.0,25,1
5,0.3,0.7,0.1,61,5
5,0.3,0.7,0.2,86,8
5,0.3,0.7,0.3,79,9
5,0.3,0.7,0.4,73,10
5,0.3,0.7,0.5,61,6
5,0.3,0.7,0.6,55,4
5,0.3,0.7,0.7,45,3
5,0.3,0.7,0.8,31,3
5,0.3,0.7,0.9,29,1
5,0.3,0.7,1.0,24,0
5,0.3,0.8,0.1,82,10
5,0.3,0.8,0.2,81,9
5,0.3,0.8,0.3,78,8
5,0.3,0.8,0.4,62,6
5,0.3,0.8,0.5,67,7
5,0.3,0.8,0.6,51,3
5,0.3,0.8,0.7,41,4
5,0.3,0.8,0.8,32,3
5,0.3,0.8,0.9,24,3
5,0.3,0.8,1.0,23,3
5,0.3,0.9,0.1,91,10
5,0.3,0.9,0.2,87,9
5,0.3,0.9,0.3,76,9
5,0.3,0.9,0.4,70,7
5,0.3,0.9,0.5,58,7
5,0.3,0.9,0.6,44,6
5,0.3,0.9,0.7,41,4
5,0.3,0.9,0.8,35,4
5,0.3,0.9,0.9,30,3
5,0.3,0.9,1.0,27,2
5,0.3,1.0,0.1,87,10
5,0.3,1.0,0.2,83,10
5,0.3,1.0,0.3,82,8
5,0.3,1.0,0.4,67,7
5,0.3,1.0,0.5,63,7
5,0.3,1.0,0.6,46,5
5,0.3,1.0,0.7,43,4
5,0.3,1.0,0.8,29,4
5,0.3,1.0,0.9,23,6
5,0.3,1.0,1.0,28,2
5,0.4,0.1,0.1,93,10
5,0.4,0.1,0.2,91,9
5,0.4,0.1,0.3,85,8
5,0.4,0.1,0.4,84,9
5,0.4,0.1,0.5,64,7
5,0.4,0.1,0.6,65,7
5,0.4,0.1,0.7,45,6
5,0.4,0.1,0.8,35,5
5,0.4,0.1,0.9,29,3
5,0.4,0.1,1.0,21,2
5,0.4,0.2,0.1,87,8
5,0.4,0.2,0.2,93,10
5,0.4,0.2,0.3,86,10
5,0.4,0.2,0.4,81,10
5,0.4,0.2,0.5,65,8
5,0.4,0.2,0.6,60,7
5,0.4,0.2,0.7,45,4
5,0.4,0.2,0.8,44,6
5,0.4,0.2,0.9,21,2
5,0.4,0.2,1.0,17,2
5,0.4,0.3,0.1,91,10
5,0.4,0.3,0.2,88,10
5,0.4,0.3,0.3,87,7
5,0.4,0.3,0.4,74,7
5,0.4,0.3,0.5,70,8
5,0.4,0.3,0.6,64,6
5,0.4,0.3,0.7,52,7
5,0.4,0.3,0.8,30,5
5,0.4,0.3,0.9,29,3
5,0.4,0.3,1.0,24,4
5,0.4,0.4,0.1,82,6
5,0.4,0.4,0.2,92,10
5,0.4,0.4,0.3,83,7
5,0.4,0.4,0.4,81,8
5,0.4,0.4,0.5,59,8
5,0.4,0.4,0.6,56,6
5,0.4,0.4,0.7,45,4
5,0.4,0.4,0.8,44,3
5,0.4,0.4,0.9,23,1
5,0.4,0.4,1.0,11,2
5,0.4,0.5,0.1,65,6
5,0.4,0.5,0.2,90,9
5,0.4,0.5,0.3,76,7
5,0.4,0.5,0.4,71,8
5,0.4,0.5,0.5,67,8
5,0.4,0.5,0.6,59,5
5,0.4,0.5,0.7,48,5
5,0.4,0.5,0.8,29,3
5,0.4,0.5,0.9,30,3
5,0.4,0.5,1.0,29,1
5,0.4,0.6,0.1,92,10
5,0.4,0.6,0.2,81,9
5,0.4,0.6,0.3,79,7
5,0.4,0.6,0.4,73,9
5,0.4,0.6,0.5,56,4
5,0.4,0.6,0.6,53,7
5,0.4,0.6,0.7,39,2
5,0.4,0.6,0.8,44,6
5,0.4,0.6,0.9,30,4
5,0.4,0.6,1.0,27,0
5,0.4,0.7,0.1,81,9
5,0.4,0.7,0.2,81,4
5,0.4,0.7,0.3,72,6
5,0.4,0.7,0.4,72,9
5,0.4,0.7,0.5,61,8
5,0.4,0.7,0.6,50,7
5,0.4,0.7,0.7,42,5
5,0.4,0.7,0.8,36,4
5,0.4,0.7,0.9,31,2
5,0.4,0.7,1.0,23,2
5,0.4,0.8,0.1,79,6
5,0.4,0.8,0.2,87,7
5,0.4,0.8,0.3,81,9
5,0.4,0.8,0.4,65,8
5,0.4,0.8,0.5,58,5
5,0.4,0.8,0.6,48,9
5,0.4,0.8,0.7,39,4
5,0.4,0.8,0.8,36,4
5,0.4,0.8,0.9,26,3
5,0.4,0.8,1.0,21,2
5,0.4,0.9,0.1,86,8
5,0.4,0.9,0.2,71,7
5,0.4,0.9,0.3,66,6
5,0.4,0.9,0.4,58,5
5,0.4,0.9,0.5,68,9
5,0.4,0.9,0.6,44,4
5,0.4,0.9,0.7,47,4
5,0.4,0.9,0.8,36,5
5,0.4,0.9,0.9,28,4
5,0.4,0.9,1.0,21,4
5,0.4,1.0,0.1,68,10
5,0.4,1.0,0.2,69,3
5,0.4,1.0,0.3,57,3
5,0.4,1.0,0.4,55,3
5,0.4,1.0,0.5,38,5
5,0.4,1.0,0.6,40,3
5,0.4,1.0,0.7,44,2
5,0.4,1.0,0.8,37,3
5,0.4,1.0,0.9,32,3
5,0.4,1.0,1.0,17,3
5,0.5,0.1,0.1,89,10
5,0.5,0.1,0.2,87,9
5,0.5,0.1,0.3,89,9
5,0.5,0.1,0.4,85,9
5,0.5,0.1,0.5,82,10
5,0.5,0.1,0.6,69,7
5,0.5,0.1,0.7,55,6
5,0.5,0.1,0.8,41,4
5,0.5,0.1,0.9,21,3
5,0.5,0.1,1.0,19,3
5,0.5,0.2,0.1,89,9
5,0.5,0.2,0.2,93,8
5,0.5,0.2,0.3,86,10
5,0.5,0.2,0.4,72,8
5,0.5,0.2,0.5,70,5
5,0.5,0.2,0.6,55,8
5,0.5,0.2,0.7,50,5
5,0.5,0.2,0.8,36,3
5,0.5,0.2,0.9,29,3
5,0.5,0.2,1.0,28,3
5,0.5,0.3,0.1,92,10
5,0.5,0.3,0.2,91,10
5,0.5,0.3,0.3,83,8
5,0.5,0.3,0.4,71,6
5,0.5,0.3,0.5,68,7
5,0.5,0.3,0.6,51,4
5,0.5,0.3,0.7,37,6
5,0.5,0.3,0.8,44,2
5,0.5,0.3,0.9,27,2
5,0.5,0.3,1.0,17,2
5,0.5,0.4,0.1,90,10
5,0.5,0.4,0.2,87,10
5,0.5,0.4,0.3,81,7
5,0.5,0.4,0.4,78,7
5,0.5,0.4,0.5,64,7
5,0.5,0.4,0.6,54,5
5,0.5,0.4,0.7,44,3
5,0.5,0.4,0.8,42,3
5,0.5,0.4,0.9,28,4
5,0.5,0.4,1.0,24,2
5,0.5,0.5,0.1,85,9
5,0.5,0.5,0.2,85,8
5,0.5,0.5,0.3,78,6
5,0.5,0.5,0.4,73,7
5,0.5,0.5,0.5,58,4
5,0.5,0.5,0.6,52,5
5,0.5,0.5,0.7,40,3
5,0.5,0.5,0.8,32,5
5,0.5,0.5,0.9,31,3
5,0.5,0.5,1.0,27,3
5,0.5,0.6,0.1,86,9
5,0.5,0.6,0.2,86,9
5,0.5,0.6,0.3,79,9
5,0.5,0.6,0.4,71,6
5,0.5,0.6,0.5,57,5
5,0.5,0.6,0.6,57,8
5,0.5,0.6,0.7,41,5
5,0.5,0.6,0.8,37,4
5,0.5,0.6,0.9,28,3
5,0.5,0.6,1.0,26,0
5,0.5,0.7,0.1,85,9
5,0.5,0.7,0.2,85,10
5,0.5,0.7,0.3,78,8
5,0.5,0.7,0.4,75,9
5,0.5,0.7,0.5,53,7
5,0.5,0.7,0.6,53,8
5,0.5,0.7,0.7,48,6
5,0.5,0.7,0.8,37,4
5,0.5,0.7,0.9,31,3
5,0.5,0.7,1.0,23,3
5,0.5,0.8,0.1,85,4
5,0.5,0.8,0.2,84,9
5,0.5,0.8,0.3,74,7
5,0.5,0.8,0.4,61,6
5,0.5,0.8,0.5,58,6
5,0.5,0.8,0.6,57,5
5,0.5,0.8,0.7,39,5
5,0.5,0.8,0.8,30,3
5,0.5,0.8,0.9,38,4
5,0.5,0.8,1.0,21,1
5,0.5,0.9,0.1,82,9
5,0.5,0.9,0.2,79,7
5,0.5,0.9,0.3,65,5
5,0.5,0.9,0.4,64,7
5,0.5,0.9,0.5,49,5
5,0.5,0.9,0.6,46,4
5,0.5,0.9,0.7,46,4
5,0.5,0.9,0.8,30,3
5,0.5,0.9,0.9,23,2
5,0.5,0.9,1.0,20,1
5,0.5,1.0,0.1,43,3
5,0.5,1.0,0.2,68,5
5,0.5,1.0,0.3,51,8
5,0.5,1.0,0.4,45,4
5,0.5,1.0,0.5,42,3
5,0.5,1.0,0.6,42,3
5,0.5,1.0,0.7,31,5
5,0.5,1.0,0.8,38,1
5,0.5,1.0,0.9,28,3
5,0.5,1.0,1.0,35,4
5,0.6,0.1,0.1,93,10
5,0.6,0.1,0.2,93,8
5,0.6,0.1,0.3,87,9
5,0.6,0.1,0.4,76,7
5,0.6,0.1,0.5,76,7
5,0.6,0.1,0.6,62,4
5,0.6,0.1,0.7,47,2
5,0.6,0.1,0.8,45,6
5,0.6,0.1,0.9,33,3
5,0.6,0.1,1.0,14,2
5,0.6,0.2,0.1,91,9
5,0.6,0.2,0.2,90,9
5,0.6,0.2,0.3,84,10
5,0.6,0.2,0.4,84,7
5,0.6,0.2,0.5,69,7
5,0.6,0.2,0.6,53,7
5,0.6,0.2,0.7,48,5
5,0.6,0.2,0.8,35,4
5,0.6,0.2,0.9,34,3
5,0.6,0.2,1.0,25,3
5,0.6,0.3,0.1,88,9
5,0.6,0.3,0.2,84,7
5,0.6,0.3,0.3,84,7
5,0.6,0.3,0.4,73,8
5,0.6,0.3,0.5,63,8
5,0.6,0.3,0.6,57,8
5,0.6,0.3,0.7,47,3
5,0.6,0.3,0.8,34,2
5,0.6,0.3,0.9,38,6
5,0.6,0.3,1.0,16,3
5,0.6,0.4,0.1,93,9
5,0.6,0.4,0.2,93,10
5,0.6,0.4,0.3,82,7
5,0.6,0.4,0.4,65,4
5,0.6,0.4,0.5,68,8
5,0.6,0.4,0.6,57,7
5,0.6,0.4,0.7,41,6
5,0.6,0.4,0.8,31,5
5,0.6,0.4,0.9,24,3
5,0.6,0.4,1.0,23,1
5,0.6,0.5,0.1,91,10
5,0.6,0.5,0.2,79,8
5,0.6,0.5,0.3,82,9
5,0.6,0.5,0.4,73,9
5,0.6,0.5,0.5,65,7
5,0.6,0.5,0.6,51,6
5,0.6,0.5,0.7,52,6
5,0.6,0.5,0.8,38,2
5,0.6,0.5,0.9,37,7
5,0.6,0.5,1.0,9,0
5,0.6,0.6,0.1,88,10
5,0.6,0.6,0.2,81,9
5,0.6,0.6,0.3,79,7
5,0.6,0.6,0.4,74,6
5,0.6,0.6,0.5,53,4
5,0.6,0.6,0.6,50,6
5,0.6,0.6,0.7,41,7
5,0.6,0.6,0.8,39,6
5,0.6,0.6,0.9,28,3
5,0.6,0.6,1.0,20,1
5,0.6,0.7,0.1,83,9
5,0.6,0.7,0.2,87,9
5,0.6,0.7,0.3,76,8
5,0.6,0.7,0.4,73,7
5,0.6,0.7,0.5,64,5
5,0.6,0.7,0.6,50,4
5,0.6,0.7,0.7,49,5
5,0.6,0.7,0.8,33,6
5,0.6,0.7,0.9,30,2
5,0.6,0.7,1.0,14,3
5,0.6,0.8,0.1,70,8
5,0.6,0.8,0.2,82,9
5,0.6,0.8,0.3,80,7
5,0.6,0.8,0.4,54,7
5,0.6,0.8,0.5,50,3
5,0.6,0.8,0.6,58,7
5,0.6,0.8,0.7,45,6
5,0.6,0.8,0.8,35,3
5,0.6,0.8,0.9,26,2
5,0.6,0.8,1.0,20,4
5,0.6,0.9,0.1,81,7
5,0.6,0.9,0.2,73,6
5,0.6,0.9,0.3,59,8
5,0.6,0.9,0.4,54,6
5,0.6,0.9,0.5,50,6
5,0.6,0.9,0.6,50,6
5,0.6,0.9,0.7,48,5
5,0.6,0.9,0.8,38,3
5,0.6,0.9,0.9,24,0
5,0.6,0.9,1.0,20,2
5,0.6,1.0,0.1,57,3
5,0.6,1.0,0.2,46,6
5,0.6,1.0,0.3,38,3
5,0.6,1.0,0.4,46,4
5,0.6,1.0,0.5,46,4
5,0.6,1.0,0.6,36,7
5,0.6,1.0,0.7,40,6
5,0.6,1.0,0.8,36,0
5,0.6,1.0,0.9,30,1
5,0.6,1.0,1.0,23,1
5,0.7,0.1,0.1,86,9
5,0.7,0.1,0.2,88,10
5,0.7,0.1,0.3,86,9
5,0.7,0.1,0.4,82,7
5,0.7,0.1,0.5,63,4
5,0.7,0.1,0.6,69,7
5,0.7,0.1,0.7,59,5
5,0.7,0.1,0.8,29,4
5,0.7,0.1,0.9,29,3
5,0.7,0.1,1.0,23,0
5,0.7,0.2,0.1,89,10
5,0.7,0.2,0.2,94,10
5,0.7,0.2,0.3,86,8
5,0.7,0.2,0.4,88,7
5,0.7,0.2,0.5,78,9
5,0.7,0.2,0.6,60,8
5,0.7,0.2,0.7,50,4
5,0.7,0.2,0.8,44,5
5,0.7,0.2,0.9,31,3
5,0.7,0.2,1.0,16,1
5,0.7,0.3,0.1,89,9
5,0.7,0.3,0.2,92,9
5,0.7,0.3,0.3,84,10
5,0.7,0.3,0.4,74,7
5,0.7,0.3,0.5,59,6
5,0.7,0.3,0.6,66,5
5,0.7,0.3,0.7,40,4
5,0.7,0.3,0.8,33,4
5,0.7,0.3,0.9,36,4
5,0.7,0.3,1.0,27,1
5,0.7,0.4,0.1,89,10
5,0.7,0.4,0.2,79,10
5,0.7,0.4,0.3,86,9
5,0.7,0.4,0.4,62,8
5,0.7,0.4,0.5,61,4
5,0.7,0.4,0.6,55,6
5,0.7,0.4,0.7,44,4
5,0.7,0.4,0.8,45,5
5,0.7,0.4,0.9,34,1
5,0.7,0.4,1.0,18,3
5,0.7,0.5,0.1,97,10
5,0.7,0.5,0.2,80,10
5,0.7,0.5,0.3,85,9
5,0.7,0.5,0.4,75,8
5,0.7,0.5,0.5,59,5
5,0.7,0.5,0.6,58,6
5,0.7,0.5,0.7,42,2
5,0.7,0.5,0.8,31,2
5,0.7,0.5,0.9,24,2
5,0.7,0.5,1.0,24,2
5,0.7,0.6,0.1,89,10
5,0.7,0.6,0.2,84,10
5,0.7,0.6,0.3,78,8
5,0.7,0.6,0.4,65,6
5,0.7,0.6,0.5,66,5
5,0.7,0.6,0.6,50,3
5,0.7,0.6,0.7,41,4
5,0.7,0.6,0.8,35,3
5,0.7,0.6,0.9,32,2
5,0.7,0.6,1.0,25,2
5,0.7,0.7,0.1,91,9
5,0.7,0.7,0.2,85,9
5,0.7,0.7,0.3,68,8
5,0.7,0.7,0.4,73,5
5,0.7,0.7,0.5,68,8
5,0.7,0.7,0.6,49,4
5,0.7,0.7,0.7,46,4
5,0.7,0.7,0.8,31,4
5,0.7,0.7,0.9,32,4
5,0.7,0.7,1.0,12,1
5,0.7,0.8,0.1,71,6
5,0.7,0.8,0.2,79,8
5,0.7,0.8,0.3,73,7
5,0.7,0.8,0.4,63,4
5,0.7,0.8,0.5,54,6
5,0.7,0.8,0.6,51,6
5,0.7,0.8,0.7,42,5
5,0.7,0.8,0.8,31,3
5,0.7,0.8,0.9,33,3
5,0.7,0.8,1.0,20,1
5,0.7,0.9,0.1,74,7
5,0.7,0.9,0.2,64,5
5,0.7,0.9,0.3,61,7
5,0.7,0.9,0.4,48,4
5,0.7,0.9,0.5,48,5
5,0.7,0.9,0.6,42,3
5,0.7,0.9,0.7,35,6
5,0.7,0.9,0.8,30,2
5,0.7,0.9,0.9,25,3
5,0.7,0.9,1.0,13,1
5,0.7,1.0,0.1,67,8
5,0.7,1.0,0.2,46,5
5,0.7,1.0,0.3,46,4
5,0.7,1.0,0.4,41,4
5,0.7,1.0,0.5,47,4
5,0.7,1.0,0.6,27,5
5,0.7,1.0,0.7,36,4
5,0.7,1.0,0.8,28,2
5,0.7,1.0,0.9,29,3
5,0.7,1.0,1.0,19,2
5,0.8,0.1,0.1,92,10
5,0.8,0.1,0.2,90,10
5,0.8,0.1,0.3,80,8
5,0.8,0.1,0.4,81,9
5,0.8,0.1,0.5,76,10
5,0.8,0.1,0.6,52,8
5,0.8,0.1,0.7,46,6
5,0.8,0.1,0.8,44,3
5,0.8,0.1,0.9,25,2
5,0.8,0.1,1.0,23,2
5,0.8,0.2,0.1,90,10
5,0.8,0.2,0.2,85,10
5,0.8,0.2,0.3,83,9
5,0.8,0.2,0.4,80,8
5,0.8,0.2,0.5,72,9
5,0.8,0.2,0.6,53,8
5,0.8,0.2,0.7,51,6
5,0.8,0.2,0.8,43,6
5,0.8,0.2,0.9,26,2
5,0.8,0.2,1.0,18,2
5,0.8,0.3,0.1,88,9
5,0.8,0.3,0.2,92,10
5,0.8,0.3,0.3,83,10
5,0.8,0.3,0.4,78,9
5,0.8,0.3,0.5,78,10
5,0.8,0.3,0.6,59,5
5,0.8,0.3,0.7,50,1
5,0.8,0.3,0.8,40,5
5,0.8,0.3,0.9,25,2
5,0.8,0.3,1.0,24,2
5,0.8,0.4,0.1,91,9
5,0.8,0.4,0.2,84,10
5,0.8,0.4,0.3,84,7
5,0.8,0.4,0.4,77,9
5,0.8,0.4,0.5,68,8
5,0.8,0.4,0.6,52,9
5,0.8,0.4,0.7,34,4
5,0.8,0.4,0.8,36,3
5,0.8,0.4,0.9,30,5
5,0.8,0.4,1.0,17,1
5,0.8,0.5,0.1,92,9
5,0.8,0.5,0.2,82,7
5,0.8,0.5,0.3,79,8
5,0.8,0.5,0.4,70,9
5,0.8,0.5,0.5,55,7
5,0.8,0.5,0.6,55,4
5,0.8,0.5,0.7,43,5
5,0.8,0.5,0.8,43,4
5,0.8,0.5,0.9,31,3
5,0.8,0.5,1.0,21,2
5,0.8,0.6,0.1,84,9
5,0.8,0.6,0.2,83,9
5,0.8,0.6,0.3,78,9
5,0.8,0.6,0.4,69,3
5,0.8,0.6,0.5,63,8
5,0.8,0.6,0.6,53,1
5,0.8,0.6,0.7,45,6
5,0.8,0.6,0.8,39,7
5,0.8,0.6,0.9,25,1
5,0.8,0.6,1.0,25,3
5,0.8,0.7,0.1,84,7
5,0.8,0.7,0.2,83,7
5,0.8,0.7,0.3,73,8
5,0.8,0.7,0.4,66,7
5,0.8,0.7,0.5,57,4
5,0.8,0.7,0.6,53,5
5,0.8,0.7,0.7,49,6
5,0.8,0.7,0.8,38,7
5,0.8,0.7,0.9,27,2
5,0.8,0.7,1.0,12,2
5,0.8,0.8,0.1,71,10
5,0.8,0.8,0.2,77,8
5,0.8,0.8,0.3,62,7
5,0.8,0.8,0.4,59,4
5,0.8,0.8,0.5,49,8
5,0.8,0.8,0.6,41,5
5,0.8,0.8,0.7,38,2
5,0.8,0.8,0.8,31,2
5,0.8,0.8,0.9,35,4
5,0.8,0.8,1.0,20,4
5,0.8,0.9,0.1,65,7
5,0.8,0.9,0.2,69,6
5,0.8,0.9,0.3,54,9
5,0.8,0.9,0.4,49,6
5,0.8,0.9,0.5,49,5
5,0.8,0.9,0.6,44,4
5,0.8,0.9,0.7,36,5
5,0.8,0.9,0.8,31,3
5,0.8,0.9,0.9,17,1
5,0.8,0.9,1.0,22,2
5,0.8,1.0,0.1,39,4
5,0.8,1.0,0.2,43,3
5,0.8,1.0,0.3,45,2
5,0.8,1.0,0.4,37,3
5,0.8,1.0,0.5,39,5
5,0.8,1.0,0.6,32,2
5,0.8,1.0,0.7,32,2
5,0.8,1.0,0.8,33,4
5,0.8,1.0,0.9,25,3
5,0.8,1.0,1.0,22,2
5,0.9,0.1,0.1,88,9
5,0.9,0.1,0.2,91,9
5,0.9,0.1,0.3,86,8
5,0.9,0.1,0.4,81,7
5,0.9,0.1,0.5,67,6
5,0.9,0.1,0.6,61,5
5,0.9,0.1,0.7,47,3
5,0.9,0.1,0.8,37,3
5,0.9,0.1,0.9,28,6
5,0.9,0.1,1.0,17,3
5,0.9,0.2,0.1,89,9
5,0.9,0.2,0.2,90,10
5,0.9,0.2,0.3,87,10
5,0.9,0.2,0.4,75,8
5,0.9,0.2,0.5,70,6
5,0.9,0.2,0.6,56,7
5,0.9,0.2,0.7,47,5
5,0.9,0.2,0.8,41,6
5,0.9,0.2,0.9,22,3
5,0.9,0.2,1.0,23,4
5,0.9,0.3,0.1,87,10
5,0.9,0.3,0.2,91,9
5,0.9,0.3,0.3,83,9
5,0.9,0.3,0.4,73,8
5,0.9,0.3,0.5,71,6
5,0.9,0.3,0.6,57,5
5,0.9,0.3,0.7,55,8
5,0.9,0.3,0.8,38,2
5,0.9,0.3,0.9,23,3
5,0.9,0.3,1.0,20,1
5,0.9,0.4,0.1,88,10
5,0.9,0.4,0.2,80,6
5,0.9,0.4,0.3,89,9
5,0.9,0.4,0.4,68,6
5,0.9,0.4,0.5,50,7
5,0.9,0.4,0.6,55,4
5,0.9,0.4,0.7,48,3
5,0.9,0.4,0.8,30,6
5,0.9,0.4,0.9,24,2
5,0.9,0.4,1.0,19,2
5,0.9,0.5,0.1,86,9
5,0.9,0.5,0.2,82,9
5,0.9,0.5,0.3,73,9
5,0.9,0.5,0.4,76,8
5,0.9,0.5,0.5,63,7
5,0.9,0.5,0.6,47,3
5,0.9,0.5,0.7,43,3
5,0.9,0.5,0.8,41,2
5,0.9,0.5,0.9,30,2
5,0.9,0.5,1.0,23,0
5,0.9,0.6,0.1,88,10
5,0.9,0.6,0.2,81,10
5,0.9,0.6,0.3,74,8
5,0.9,0.6,0.4,74,7
5,0.9,0.6,0.5,69,9
5,0.9,0.6,0.6,51,7
5,0.9,0.6,0.7,39,5
5,0.9,0.6,0.8,31,4
5,0.9,0.6,0.9,30,2
5,0.9,0.6,1.0,25,3
5,0.9,0.7,0.1,87,8
5,0.9,0.7,0.2,75,6
5,0.9,0.7,0.3,71,9
5,0.9,0.7,0.4,58,5
5,0.9,0.7,0.5,56,5
5,0.9,0.7,0.6,49,7
5,0.9,0.7,0.7,33,3
5,0.9,0.7,0.8,29,2
5,0.9,0.7,0.9,28,2
5,0.9,0.7,1.0,32,4
5,0.9,0.8,0.1,71,9
5,0.9,0.8,0.2,76,5
5,0.9,0.8,0.3,64,7
5,0.9,0.8,0.4,62,9
5,0.9,0.8,0.5,52,5
5,0.9,0.8,0.6,39,3
5,0.9,0.8,0.7,35,4
5,0.9,0.8,0.8,30,4
5,0.9,0.8,0.9,35,4
5,0.9,0.8,1.0,26,8
5,0.9,0.9,0.1,57,4
5,0.9,0.9,0.2,52,5
5,0.9,0.9,0.3,59,3
5,0.9,0.9,0.4,46,4
5,0.9,0.9,0.5,47,4
5,0.9,0.9,0.6,44,6
5,0.9,0.9,0.7,42,3
5,0.9,0.9,0.8,37,3
5,0.9,0.9,0.9,24,2
5,0.9,0.9,1.0,16,2
5,0.9,1.0,0.1,48,6
5,0.9,1.0,0.2,40,5
5,0.9,1.0,0.3,42,2
5,0.9,1.0,0.4,36,4
5,0.9,1.0,0.5,34,1
5,0.9,1.0,0.6,23,1
5,0.9,1.0,0.7,34,3
5,0.9,1.0,0.8,23,0
5,0.9,1.0,0.9,28,4
5,0.9,1.0,1.0,20,2
5,1.0,0.1,0.1,88,8
5,1.0,0.1,0.2,89,9
5,1.0,0.1,0.3,94,10
5,1.0,0.1,0.4,76,8
5,1.0,0.1,0.5,67,7
5,1.0,0.1,0.6,55,5
5,1.0,0.1,0.7,47,6
5,1.0,0.1,0.8,45,4
5,1.0,0.1,0.9,30,3
5,1.0,0.1,1.0,13,1
5,1.0,0.2,0.1,91,10
5,1.0,0.2,0.2,89,9
5,1.0,0.2,0.3,79,9
5,1.0,0.2,0.4,73,5
5,1.0,0.2,0.5,75,4
5,1.0,0.2,0.6,65,9
5,1.0,0.2,0.7,46,6
5,1.0,0.2,0.8,42,8
5,1.0,0.2,0.9,30,4
5,1.0,0.2,1.0,23,3
5,1.0,0.3,0.1,91,9
5,1.0,0.3,0.2,87,10
5,1.0,0.3,0.3,83,10
5,1.0,0.3,0.4,70,7
5,1.0,0.3,0.5,75,9
5,1.0,0.3,0.6,47,6
5,1.0,0.3,0.7,54,7
5,1.0,0.3,0.8,40,2
5,1.0,0.3,0.9,30,5
5,1.0,0.3,1.0,23,1
5,1.0,0.4,0.1,91,9
5,1.0,0.4,0.2,82,9
5,1.0,0.4,0.3,87,9
5,1.0,0.4,0.4,75,6
5,1.0,0.4,0.5,58,6
5,1.0,0.4,0.6,57,6
5,1.0,0.4,0.7,53,7
5,1.0,0.4,0.8,47,6
5,1.0,0.4,0.9,22,2
5,1.0,0.4,1.0,16,1
5,1.0,0.5,0.1,86,10
5,1.0,0.5,0.2,84,9
5,1.0,0.5,0.3,82,9
5,1.0,0.5,0.4,74,9
5,1.0,0.5,0.5,57,6
5,1.0,0.5,0.6,58,7
5,1.0,0.5,0.7,52,4
5,1.0,0.5,0.8,31,3
5,1.0,0.5,0.9,34,2
5,1.0,0.5,1.0,29,3
5,1.0,0.6,0.1,82,9
5,1.0,0.6,0.2,81,8
5,1.0,0.6,0.3,68,8
5,1.0,0.6,0.4,69,7
5,1.0,0.6,0.5,59,6
5,1.0,0.6,0.6,43,2
5,1.0,0.6,0.7,47,6
5,1.0,0.6,0.8,40,5
5,1.0,0.6,0.9,22,4
5,1.0,0.6,1.0,21,2
5,1.0,0.7,0.1,82,9
5,1.0,0.7,0.2,73,7
5,1.0,0.7,0.3,61,4
5,1.0,0.7,0.4,62,7
5,1.0,0.7,0.5,50,4
5,1.0,0.7,0.6,44,5
5,1.0,0.7,0.7,34,3
5,1.0,0.7,0.8,31,2
5,1.0,0.7,0.9,25,1
5,1.0,0.7,1.0,16,3
5,1.0,0.8,0.1,72,3
5,1.0,0.8,0.2,51,5
5,1.0,0.8,0.3,48,6
5,1.0,0.8,0.4,55,4
5,1.0,0.8,0.5,43,7
5,1.0,0.8,0.6,33,4
5,1.0,0.8,0.7,33,1
5,1.0,0.8,0.8,32,4
5,1.0,0.8,0.9,25,3
5,1.0,0.8,1.0,22,3
5,1.0,0.9,0.1,55,3
5,1.0,0.9,0.2,52,4
5,1.0,0.9,0.3,43,5
5,1.0,0.9,0.4,35,6
5,1.0,0.9,0.5,36,4
